Paper ID,Title,Journal,Sim1,Sim2
761897FB,-Researchers make web searches more intelligent,IEEE Computer,0.3507936508,0.6666666667
45D2C78B,-Google Search and the “Right to Be Forgotten”,Information not present,0.3507936508,0.6666666667
7AB724EE,-Opportunities in the Mobile Search Market,IEEE Computer,0.3507936508,0.6666666667
79E0A396,-The Semantic Search Based on UIMA,International Conference on Bioinformatics and Biomedical Engineering,0.3507936508,0.6666666667
8172F7A2,-System Search for learning,Information not present,0.3507936508,0.6666666667
5AC93CE5,-Distributed Web Search as a Stochastic Game,International ACM SIGIR Conference on Research and Development in Information Retrieval,0.3507936508,0.6666666667
76187D07,-Modeling user behavior using a search-engine,Intelligent User Interfaces,0.3507936508,0.6666666667
7E054376,-Ensemble Learning With Imbalanced Data,Information not present,0.3444444444,0.6666666667
8.1596E+018,-Modeling user search behavior,Latin American Web Congress,0.2896825397,0.6666666667
7C3B57DE,-Voovle: A linked data search engine for scientific data,Fuzzy Systems and Knowledge Discovery,0.5285714286,0.6642857143
7DEF6B98,-Mobile Search - Social Network Search Using Mobile Devices,Consumer Communications and Networking Conference,0.5019047619,0.6622222222
638F0651,-Improving Scientific Metadata Interoperability And Data Discoverability using OAI-PMH,Information not present,0.4777777778,0.65625
856D5E0E,-Analyzing Clickstream Data: Do Paid and Organic Search Affect Each Other?,Information not present,0.5352380952,0.6458333333
7E7302B2,-Modelling an individual’s Web search interests by utilizing navigational data,Multimedia Signal Processing,0.6619047619,0.6431818182
7C15B8E7,-Personalized Search Engine using Social Networking Activity,Information not present,0.4916666667,0.6428571429
80EC94A8,-Semantic Similarity Search on Semistructured Data with the XXL Search Engine,Information Retrieval,0.4771428571,0.6392857143
5DACFCF9,"-Essays on search, search engine and search -based advertising",Information not present,0.2967532468,0.6392857143
5F039425,-Web Search Based on Web Communities Feedback Data,Information not present,0.5285714286,0.625
7E118CAD,-An Optimizing Search Based on Kernel-Based Fuzzy C-Means Clustering,Computational Intelligence,0.5174603175,0.625
8156C7BB,-Semantic keyword search for expert witness discovery,Information not present,0.3583333333,0.625
7FB105F4,-Agents for Social Search in Long-Term Digital Preservation,"Semantics, Knowledge and Grid",0.3507936508,0.625
805AE95A,-Maintaining a Federated Search Service,Internet Reference Services Quarterly,0.3507936508,0.625
80D5E0EB,-HeyStaks: a real-world deployment of social search,Conference on Recommender Systems,0.3507936508,0.625
7D1D1C1D,-Is Search Really Necessary to Generate High-Performance BLAS?,Proceedings of the IEEE,0.3507936508,0.625
7FF8BD9E,-Content-aware Ranking for visual search,Computer Vision and Pattern Recognition,0.3507936508,0.625
7F819E69,-Query parsing for voice-enabled mobile local search,"International Conference on Acoustics, Speech, and Signal Processing",0.3507936508,0.625
7672C7FE,-Interest-based personalized search,ACM Transactions on Information Systems,0.3407936508,0.625
7DAD4E2E,-Privacy-enhancing personalized web search,World Wide Web,0.3407936508,0.625
7AE6C1EA,-Grid Enabling Data De-Duplication,Grid Computing,0.3344444444,0.625
77DBB2BB,-Crowd aided Web search,Information not present,0.3293650794,0.625
7F856B50,-Context-aware ranking in web search,International ACM SIGIR Conference on Research and Development in Information Retrieval,0.3293650794,0.625
7F37F424,-Parallel PageRank computation using GPUs,Information not present,0.3283333333,0.625
5F0E22D3,-Artist classification with web-based data,International Symposium/Conference on Music Information Retrieval,0.3235714286,0.625
809F7B04,-Combinatorial Topology-based Semantic Clustering Applied to PubMed,"International Conference on Innovative Computing, Information and Control",0.3233333333,0.625
5D4339C0,-Visualization of multi-domain ranked data,Information not present,0.323015873,0.625
59A2235A,-Web Data Clustering,Information not present,0.293015873,0.625
5D1B6085,-Augmenting Presentation MathML for Search,Artificial Intelligence and Symbolic Computation,0.2896825397,0.625
0431B4E6,-An AMASE-ing Way to find NASA Data and Other Data,Information not present,0.3444444444,0.619047619
48C816E2,-Personalized Web Search by Using Learned User Profiles in Re-ranking,Information not present,0.4869047619,0.6145833333
7F8A7125,-Automatic Correction of Idiomatic Usage in English Using Web Search,Wirtschaftsinformatik \/ Angewandte Informatik,0.4841269841,0.6145833333
8.0052E+049,-Personalized Search Based on User Search Histories,Wirtschaftsinformatik \/ Angewandte Informatik,0.3535714286,0.6145833333
0C22B13B,-Personalizing search based on user search history,Information not present,0.3535714286,0.6145833333
7F4AD5C4,-Clustering web search results using conceptual grouping,International Conference on Machine Learning and Cybernetics,0.5285714286,0.6111111111
08F65520,-Position Effects in Web Search Click Behavior,Information not present,0.4611111111,0.6111111111
7F924230,-Does topic metadata help with Web search?,Journal of the Association for Information Science and Technology,0.3717532468,0.6111111111
75AE12AE,-Content hole search in community-type content using Wikipedia,Information not present,0.5285714286,0.6083333333
75EEB0F7,-Can all tags be used for search?,Conference on Information and Knowledge Management,0.4841269841,0.6083333333
7E5EA84E,-Meta-Model Search: Using XPath to Search Domain-Specific Models,Information not present,0.4841269841,0.6060606061
7B1DEA59,-Enhancing Web Search Using Query-Based Clusters and Labels,Information not present,0.5119047619,0.6041666667
7E93FD83,-Social search and discovery using a unified approach,World Wide Web,0.4916666667,0.6041666667
788FBAB3,-Improving algorithm search using the algorithm co-citation network,ACM/IEEE Joint Conference on Digital Libraries,0.5019047619,0.6
5D1A2FAD,-Keyword Search in Social Networks,Information not present,0.3685714286,0.6
7E99BDFC,-Expertise Search in a Time-Varying Social Network,Web-Age Information Management,0.3685714286,0.6
7CE10FC4,-Multimedia search over integrated social and sensor networks,International World Wide Web Conferences,0.3685714286,0.6
80DBC8CA,-Shine: search heterogeneous interrelated entities,Conference on Information and Knowledge Management,0.3685714286,0.6
82BC117A,-Enhanced web-based summary generation for search.,Information not present,0.3685714286,0.6
76C123AF,-Semi-supervised text categorization by active search,Conference on Information and Knowledge Management,0.3685714286,0.6
80456C85,-Is It Really Time for Real-Time Search?,IEEE Computer,0.3622222222,0.6
7E479EDA,-Adverse Selection in Online Search,Database and Expert Systems Applications,0.3507936508,0.6
7D32C979,-An Evaluation of Gisting in Mobile Search,European Conference on Information Retrieval,0.3507936508,0.6
80D54550,-Mashing Up Search Services,IEEE Internet Computing,0.3507936508,0.6
7E920CF9,-Research on Key Technologies of Personalized Meta Search,International Conference on Model Transformation,0.3507936508,0.6
7E0964F5,-Domain-Based Adaptive T-Rank Search Algorithm,"Pacific-Asia Conference on Circuits, Communications and Systems",0.3507936508,0.6
7A9F8929,-Seeking better web search technologies,IEEE Computer,0.3507936508,0.6
0A00B5F0,-Intelligent Autonomous Data Categorization,Information not present,0.3444444444,0.6
7F598D03,-Distributed search in P2P networks,IEEE Internet Computing,0.3171428571,0.6
80589B61,-S-BITS : Social-Bookmarking Induced Topic Search,Web-Age Information Management,0.3157936508,0.6
00B17298,-A categorised search of the CTAN,Information not present,0.3157936508,0.6
7F8C3373,-Visualizing Evolving Searches with EvoBerry,Information not present,0.3157936508,0.6
7A7734B7,-Approximate distributed metric-space search,Information not present,0.3157936508,0.6
5BD5188C,-Ontological Services Using Crowdsourcing,Information not present,0.3137373737,0.6
60E4C1DA,-Automated Data Tagging in the HLA,Information not present,0.3094444444,0.6
7DE91DD2,-Multimodal Fusion for Video Search Reranking,IEEE Transactions on Knowledge and Data Engineering,0.3011111111,0.6
76244FC6,-Query-Adaptive Fusion for Multimodal Search,Proceedings of the IEEE,0.3011111111,0.6
5C6D3FC5,-Web Search Algorithms and PageRank,Information not present,0.2896825397,0.6
7BDF6A79,-Webometric research with the Bing Search API 2.0,Journal of Informetrics,0.2896825397,0.6
5CB5BD9B,-Web Search Services,Information not present,0.2896825397,0.6
0A00FD2B,-P2P Web Search Technology,Information not present,0.2896825397,0.6
66A48E9A,-Web Search Technology,Information not present,0.2896825397,0.6
7E301C35,-Trends in search interaction,Information not present,0.2896825397,0.6
0400B635,-Query-Based Indexing in Collaorative Search,Information not present,0.2896825397,0.6
5926570,-Predicting click - through rate using keyword clusters,Information not present,0.5119047619,0.5982142857
7D6F3233,-Composing personalized video playouts using search,International Conference on Multimedia and Expo,0.4971428571,0.5982142857
5BA1304A,-Concept-Based Search on Semi-structured Data Exploiting Mined Semantic Relations,Extending Database Technology,0.5619047619,0.5952380952
5B13BCCA,-IntelliSearch: A search engine based on Big Data analytics integrated with crowdsourcing and category-based search,Information not present,0.5285714286,0.5952380952
85217906,-Integrating Search Engine with Data Mining for Customer-Oriented Information Search,Information not present,0.5202380952,0.5912698413
7BF64AD4,-Integrating search engines with data mining for customer-oriented information search,Information Management & Computer Security,0.5202380952,0.5912698413
757B0AB0,-Diversification of web search results using post-retrieval clustering,Information not present,0.5119047619,0.5902777778
5FA91F37,-Proximity Scoring Using Sentence-Based Inverted Index for Practical Full-Text Search,European Conference on Research and Advanced Technology for Digital Libraries,0.4841269841,0.5902777778
80EC347A,-Regularized query classification using search click information,Pattern Recognition,0.6619047619,0.5892857143
7535C544,-Memory-efficient LVCSR search using a one-pass stack decoder,Computer Speech & Language,0.5119047619,0.5875
7BD8C7FA,-Personalized search engines on mining user preferences using clickthrough data,Information not present,0.6619047619,0.585978836
760D7657,-Experiments on data fusion using headline information,International ACM SIGIR Conference on Research and Development in Information Retrieval,0.5019047619,0.5857142857
0C43D405,-Using Monolingual Clickthrough Data to Build Cross-lingual Search Systems,Information not present,0.5285714286,0.5852272727
7647949A,-Search computing: multi-domain search on ranked data,International Conference on Management of Data,0.5071428571,0.5852272727
7A2F83AA,-Visual search editor for composing meta searches,Proceedings of The Asist Annual Meeting,0.3293650794,0.5852272727
7C011F47,-Web search personalization: A fuzzy adaptive approach,Information not present,0.3507936508,0.5833333333
7DE2726D,-A comparison of social bookmarking with traditional search,European Conference on Information Retrieval,0.3507936508,0.5833333333
813C3DB7,-An Ontology-Based Semantic Search Approach for Geosciences,Information not present,0.3507936508,0.5833333333
7EBC6165,-Evolutionary search for optimal fuzzy c-means clustering,Information not present,0.3507936508,0.5833333333
7B5576F8,"-Who, what, where & when: a new approach to mobile search",Intelligent User Interfaces,0.3507936508,0.5833333333
7CEB2F21,-Web search with personalization and knowledge,International Symposium on Multimedia,0.3222222222,0.5833333333
0672EEED,-Enhancing Web Searches from Concept Map-based Knowledge Modelsi,Information not present,0.3222222222,0.5833333333
7F61A728,-Building Knowledge: What's beyond Keyword Search?,IEEE Computer,0.3222222222,0.5833333333
8073616B,-Evolution of data management,IEEE Computer,0.3104761905,0.5833333333
6608785A,-Computing on Encrypted Data,Cryptology and Network Security,0.3063492063,0.5833333333
75B65C35,-Multi-keyword sponsored search,Evolutionary Computation,0.3063492063,0.5833333333
5F89F3CD,-Bringing Why-QA to Web Search,European Conference on Information Retrieval,0.3063492063,0.5833333333
7F5059C8,-Cooperating search communities,Information not present,0.3050865801,0.5833333333
78BECE49,-Trusted search communities,Intelligent User Interfaces,0.3050865801,0.5833333333
729A210D,-Efficient Storage of XML Data,International Conference on Data Engineering,0.3041269841,0.5833333333
7E537B1E,-A new approach of DCA by using BWT,"Designs, Codes and Cryptography",0.3033333333,0.5833333333
75EFEDDA,-Generating labels from clicks,Web Search and Data Mining,0.2944444444,0.5833333333
804A735C,-A study of multitasking Web search,Information not present,0.2896825397,0.5833333333
7CD1B6ED,-Challenges in commerce search,Conference on Information and Knowledge Management,0.2896825397,0.5833333333
77D497A2,-A user-tunable approach to marketplace search,World Wide Web,0.2896825397,0.5833333333
7C2B32B1,-Ranking Approaches for Microblog Search,Wirtschaftsinformatik \/ Angewandte Informatik,0.2896825397,0.5833333333
763D3D01,-Structured query reformulations in commerce search,Conference on Information and Knowledge Management,0.2896825397,0.5833333333
19C3676E,-Engineering search algorithms for web data,Information not present,0.4841269841,0.58125
58B0DC1D,-Data cleaning in Stata using Internet search engines,Information not present,0.4907936508,0.5803571429
75B531B0,-Surflex: fully automatic flexible molecular docking using a molecular similarity-based search engine.,Journal of Medicinal Chemistry,0.4841269841,0.5803571429
7605D938,-Experiences with selecting search engines using metasearch,ACM Transactions on Information Systems,0.4841269841,0.5803571429
80A17545,-Effects of search success on search engine re-use,Conference on Information and Knowledge Management,0.3181818182,0.5803571429
80A86F86,-Mobile Search - Social Network Search Using Mobile Devices Demonstration,Consumer Communications and Networking Conference,0.5019047619,0.5796296296
8162671F,-Ontology-Based Categorization of Web Search Results Using YAGO,Computational Sciences and Optimization,0.5019047619,0.5777777778
759C7D4B,-Location-based Services using Image Search,Workshop on Applications of Computer Vision,0.4841269841,0.5777777778
78C8101B,-Fast in-memory XPath search using compressed indexes,International Conference on Data Engineering,0.4841269841,0.5777777778
7E4D6A8D,-Ranking specialization for web search: a divide-and-conquer approach by using topical RankSVM,World Wide Web,0.4841269841,0.5773809524
5DD6B584,-Precise Environmental Searches: Integrating Hierarchical Information Search with EnviroDaemon,Journal of Systems Integration,0.3571428571,0.5773809524
7FA14777,-Data search and reorganization using FPGAs: application to spatial pointer-based data structures,Field-Programmable Custom Computing Machines,0.6619047619,0.5768518519
7ED3A320,-Inferring and using location metadata to personalize web search,International ACM SIGIR Conference on Research and Development in Information Retrieval,0.5685714286,0.575
7C4A7E97,-Information search for children using Faceted navigation,Open Source Systems,0.4841269841,0.575
09D1D521,-Optimize Space Search Using FCC_STF Algorithm in Fuzzy Co-Clustering through Search Engine,Information not present,0.4952380952,0.573015873
5C73A45F,-An Evolvable Personal Advisor to Optimize Internet Search Technologies,Database and Expert Systems Applications,0.5174603175,0.5727272727
7F866F4E,-Repeatable and reliable search system evaluation using crowdsourcing,International ACM SIGIR Conference on Research and Development in Information Retrieval,0.4841269841,0.5727272727
7AE0BDDE,-Suggesting related topics in web search,International ACM SIGIR Conference on Research and Development in Information Retrieval,0.3571428571,0.5714285714
803CFBD4,-BOSS: context-enhanced search for biomedical objects.,BMC Medical Informatics and Decision Making,0.3571428571,0.5714285714
7DD5D1E5,-Using Negative Information in Search,Information not present,0.3571428571,0.5714285714
591720A0,"-Web Search Futures: Personal, Collaborative, Social",European Conference on Information Retrieval,0.3571428571,0.5714285714
78E03543,-Exploratory Semantic Video Search with yovisto,IEEE Internet Computing,0.3571428571,0.5714285714
5BAEFEB7,-Personalised search on electronic information,Information not present,0.3571428571,0.5714285714
5B7E9137,"-Peer-to-Peer Information Search: Semantic, Social, or Spiritual?",IEEE Data(base) Engineering Bulletin,0.3571428571,0.5714285714
7A417E8E,-Explanatory semantic relatedness and explicit spatialization for exploratory search,International ACM SIGIR Conference on Research and Development in Information Retrieval,0.3571428571,0.5714285714
81E6B201,-RGB-D Visual Search with Compact Binary Codes,Information not present,0.3571428571,0.5714285714
6CC42872,-Recommending better queries from click-through data,String Processing and Information Retrieval,0.3507936508,0.5714285714
7A611369,-Identification of ambiguous queries in web search,Information Processing and Management,0.3507936508,0.5714285714
7FB0D3F1,-Architecture and Implementation of Object-Level Vertical Search,Information not present,0.3507936508,0.5714285714
5DE77091,-Improving Web Search for Difficult Queries.,Information not present,0.3507936508,0.5714285714
8043020F,-Identifying ambiguous queries in web search,World Wide Web,0.3507936508,0.5714285714
79F3EE4D,-Using DAML+OIL to Enhance Search Semantic,Web Intelligence,0.3507936508,0.5714285714
8257825,-EXTRACTING INFORMATION FROM CITESEER'S TEXTUAL DATA,Information not present,0.3444444444,0.5714285714
79620BC5,"-SRU, Open Data and the Future of Metasearch",Internet Reference Services Quarterly,0.3444444444,0.5714285714
7C8E95F6,-Web Search---Your Way,Communications of The ACM,0.3057142857,0.5714285714
76CDD3A8,-Exploring relevance for clicks,Conference on Information and Knowledge Management,0.3057142857,0.5714285714
814782B0,-Toward social-technical code search,Cooperative and Human Aspects of Software Engineering,0.3057142857,0.5714285714
862337B4,-The Future of Web Search,Information not present,0.3057142857,0.5714285714
7EF003A7,-Internet-Scale Code Search,Information not present,0.3057142857,0.5714285714
7768CA83,-Semantic Video Search,International Conference on Image Analysis and Processing,0.3057142857,0.5714285714
7F33AB55,-Semantics-based code search,International Conference on Software Engineering,0.3057142857,0.5714285714
7D23EA4E,-BJTU TRECVID 2007 Video Search,Information not present,0.3057142857,0.5714285714
807599D0,-Visual websearching using iconic queries,Computer Vision and Pattern Recognition,0.3023088023,0.5714285714
0AC0B2BC,-Why and How Your Business Should Use Google+,Information not present,0.2982683983,0.5714285714
8099EE25,-Analysis of 16S rRNA environmental sequences using MEGAN,BMC Genomics,0.2982683983,0.5714285714
5EA9BA9A,-Beyond Search: Web-Scale Business Analytics,Web Information Systems Engineering,0.296031746,0.5714285714
23AB82AE,-Chapter 4 - Search the Web—Beyond Convention,Information not present,0.296031746,0.5714285714
77274A1E,-Mobile Search With Multimodal Queries,Proceedings of the IEEE,0.2896825397,0.5714285714
7EC5B3FC,-Retroactive answering of search queries,World Wide Web,0.2896825397,0.5714285714
002007DE,-The ‘Drake Equation’ of Search Marketing,Information not present,0.2896825397,0.5714285714
7CF657ED,-Answering search queries with CrowdSearcher,World Wide Web,0.2896825397,0.5714285714
