776BCEDF	Symposium on the Theory of Computing<---Approximate counting by dynamic programming
066ACA75	Information not present<---Compact distributed data structures for adaptive network routing
5BCB307D	Information not present<---Security and Privacy Implications of Data Mining
7D9FF117	International Conference on Data Mining<---An online algorithm for segmenting time series
778D721C	Neurocomputing<---Text classification with self-organizing maps: Some lessons learned
7FDB6926	IEEE Transactions on Neural Networks<---Pruning algorithms-a survey
5E9D4358	The Vldb Journal<---Estimating the size of generalized transitive closures
5F7D86D4	Knowledge Discovery and Data Mining<---Fast Spatio-Temporal Data Mining from Large Geophysical Datasets
76200446	Drug Safety<---Use of Screening Algorithms and Computer Systems to Efficiently Signal Higher-Than-Expected Combinations of Drugs and Events in the US FDA’s Spontaneous Reports Database
7FE00747	IEEE Transactions on Medical Imaging<---Fractal modeling and segmentation for the enhancement of microcalcifications in digital mammograms
6EB5FD18	Information not present<---Properties Of Measures For Bayesian Belief Network Learning
08B552C9	International Joint Conference on Artificial Intelligence<---Concept learning and the problem of small disjuncts
615FAB17	The Vldb Journal<---WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases
77A4A488	Symposium on Principles of Database Systems<---Computational complexity of itemset frequency satisfiability
01974AED	Information not present<---WebSIFT: The Web Site Information Filter System
5F38DBBC	The Vldb Journal<---Sampling Large Databases for Association Rules
7D3A13B9	International ACM SIGIR Conference on Research and Development in Information Retrieval<---Web document clustering: a feasibility demonstration
79B0A702	ACM Symposium on Parallel Algorithms and Architectures<---A localized algorithm for parallel association mining
5FA02166	Machine Learning<---An Empirical Comparison of Pruning Methods for Decision Tree Induction
7E7B1902	Computer Networks<---Grouper: a dynamic clustering interface to Web search results
5EF65A87	Static Analysis Symposium<---Using Slicing to Identify Duplication in Source Code
7C373092	Knowledge Discovery and Data Mining<---Empirical bayes screening for multi-item associations
7D4D0AF1	Annals of Statistics<---Multivariate Adaptive Regression Splines
812DA803	Information not present<---An architecture for a scalable, high-performance digital library
779D17C8	Knowledge Discovery and Data Mining<---On the need for time series data mining benchmarks: a survey and empirical demonstration
59A86D75	Lecture Notes in Computer Science<---Improving flexibility of workflow management systems
60E02205	Information not present<---Building long/short portfolios using rule induction
0840CADB	Information not present<---Knowledge Discovery in Spatial Databases Progress and Challenges
76B50E69	IEEE Transactions on Knowledge and Data Engineering<---Scalable parallel data mining for association rules
80B3C56D	IEEE Transactions on Fuzzy Systems<---A fuzzy-logic-based approach to qualitative modeling
08AB67D1	Knowledge Discovery and Data Mining<---Toward Scalable Learning with Non-Uniform Class and Cost Distributions: A Case Study in Credit Card Fraud Detection
7FF95DEF	Intelligent Systems in Molecular Biology<---Distributed Machine Learning: Scaling Up with Coarse-grained Parallelism
7D75FE8E	National Conference on Artificial Intelligence<---A Mutually Beneficial Integration of Data Mining and Information Extraction
7FD7CED0	The Vldb Journal<---Towards A Universal Relation Interface
76D16B8E	Psychometrika<---Multidimensional scaling: I. Theory and method
763A20E5	IEEE Software<---Knowledge-based program analysis
763272F1	Expert Systems With Applications<---Application of data mining tools to hotel data mart on the Intranet for database marketing
7C564403	Communications of The ACM<---Machine learning of event segmentation for news on demand
76E20C71	Applied Numerical Mathematics<---Parallel structures and dynamic load balancing for adaptive finite element computation
7F270B83	Information not present<---Semistructured models are surprisingly useful for user-centered design
7D3FBD46	International Conference on Management of Data<---Clustering of streaming time series is meaningless
7D3C4C7A	IEEE Transactions on Knowledge and Data Engineering<---Systems for knowledge discovery in databases
5F86A39F	Information not present<---Mathematical methods and algorithms for signal processing
5DC2E46E	Information not present<---The World Wide Web unleashed
5EA2A79E	National Conference on Artificial Intelligence<---Syskill & webert: Identifying interesting web sites
800F458E	International Conference on Software Maintenance<---Information retrieval models for recovering traceability links between code and documentation
7662C442	New Generation Computing<---Inductive logic programming
5DE081F2	Information not present<---An architecture for privacy-preserving mining of client information
6CB355D4	Knowledge Discovery and Data Mining<---Metaqueries for data mining
7A0F4513	Information not present<---Nucleic Acids Research 28
5B5D7731	National Conference on Artificial Intelligence<---Combining collaborative filtering with personal agents for better recommendations
0664431A	Information not present<---Application of Graph-Based Concept Learning to the Predictive Toxicology Domain
7F3E3FD2	The Vldb Journal<---Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports
5ACF5285	Information not present<---Test Data Sets for Evaluating Data Visualization Techniques
7F68682C	Journal of Parallel and Distributed Computing<---Parallel sequence mining on shared-memory machines
814DB6A7	Knowledge Discovery and Data Mining<---Visualization Techniques to Explore Data Mining Results for Document Collections
78CAE4CD	ACM Transactions on Information Systems<---Efficient mining of both positive and negative association rules
5BD9AFC8	Information not present<---Probabilistic reasoning in intelligent systems
5DB0E75F	Information not present<---The Connectivity and Fault-Tolerance of the Internet Topology
80AEB37C	IEEE Transactions on Neural Networks<---Asymptotic level density for a class of vector quantization processes
77F39150	ACM Transactions on Internet Technology<---Web mining for web personalization
7DD71E7B	International Conference on Program Comprehension<---An analysis framework for understanding layered software architectures
7512F5EE	Computers & Chemical Engineering<---Use of neural nets for dynamic modeling and control of chemical process systems
80D76953	Sigplan Notices<---Efficient and precise datarace detection for multithreaded object-oriented programs
79EB6623	Pattern Recognition Letters<---Conditional Fuzzy C-Means
813C4085	IEEE Transactions on Knowledge and Data Engineering<---An efficient algorithm for discovering frequent subgraphs
7B37CF2E	Journal of Interlibrary Loan,document Delivery & Electronic Reserve<---World Wide Web Page Design: A Structured Approach.
59959886	Information not present<---On Linguistic, Statistical and Mixed Models for Pattern Recognition,
77CDBC53	Theoretical Computer Science<---Towards efficient induction mechanisms in database systems
7DBA5489	Science<---Molecular Classification of Cancer: Class Discovery and Class Prediction by Gene Expression Monitoring
7C5CF100	International Journal of Computer Vision<---Constructing simple stable descriptions for image partitioning
773E29E1	Conference on Information and Knowledge Management<---A storage system for scalable knowledge representation
7BA8FFAC	Contemporary Sociology<---Discrete multivariate analysis : theory and practice
76EB3C2F	Journal of the American Statistical Association<---Applied smoothing techniques for data analysis : the kernel approach with S-plus illustrations
5C86D28E	The Vldb Journal<---Algorithms for Mining Distance-Based Outliers in Large Datasets
7F2CA464	Machine Learning<---Decision Tree Induction Based on Efficient Tree Restructuring
75664FBF	Vistas in Astronomy<---Neural networks and information extraction in astronomical information retrieval
5C60C2DB	International Conference on Machine Learning<---Graph clustering and model learning by data compression
5C53A8A3	The Vldb Journal<---SPIRIT: Sequential Pattern Mining with Regular Expression Constraints
7ED5F08C	BMC Bioinformatics<---Learning Interpretable SVMs for Biological Sequence Classification
7EAAF97B	IEEE Transactions on Neural Networks<---Topology preservation in self-organizing feature maps: exact definition and measurement
784A00CF	Biological Cybernetics<---Self-organized formation of topologically correct feature maps
022CA105	Knowledge Discovery and Data Mining<---Abstraction of High Level Concepts from Numerical Values in Databases
5F34A727	Biological Cybernetics<---"Neural" computation of decisions in optimization problems.
7D56EEEF	Proceedings of the National Academy of Sciences of the United States of America<---Mathematical textbook of deformable neuroanatomies
7A36A062	Knowledge Discovery and Data Mining<---Infominer: mining surprising periodic patterns
7A04DDD5	Journal of The American Society for Information Science<---Exploiting parallelism in a structural scientific discovery system to improve scalability
7FF2AC19	Neural Computation<---Mixtures of probabilistic principal component analyzers
789F76AC	Human Factors in Computing Systems<---IVEE: an environment for automatic creation of dynamic queries applications
0160AA63	Knowledge Discovery and Data Mining<---Database methods for data mining
7E61A809	IEEE Transactions on Knowledge and Data Engineering<---Visualization techniques for mining large databases: a comparison
76E9551E	Knowledge Discovery and Data Mining<---Finding surprising patterns in a time series database in linear time and space
80780945	ACM Sigarch Computer Architecture News<---Memory system characterization of commercial workloads
7B78D280	Computational Intelligence<---INCREMENTAL CONCEPT FORMATION ALGORITHMS BASED ON GALOIS (CONCEPT) LATTICES
6A8C1112	The Vldb Journal<---Knowledge Discovery in Databases: An Attribute-Oriented Approach
804BCABA	Neural Computation<---Part segmentation for object recognition
7E9607F7	Information not present<---Approximation algorithms for NP-hard problems
5BBDD305	International Conference on Machine Learning<---Efficiently Inducing Determinations: A Complete and Systematic Search Algorithm that Uses Optimal Pruning
7F2E4D7C	International Conference on Data Mining<---Ensembles of cascading trees
7987623A	Journal of Algorithms<---A fast and simple algorithm for identifying 2-monotonic positive Boolean functions
81646B47	Machine Learning<---Symbolic and Neural Learning Algorithms: An Experimental Comparison
5BAAE175	National Conference on Artificial Intelligence<---The role of lexicalization and pruning for base noun phrase grammars
80893BD0	Working Conference on Reverse Engineering<---Cliche recognition in legacy software: a scalable, knowledge-based approach
804D894E	Computer Networks and Isdn Systems<---Syntactic clustering of the Web
0B2AD8DD	International Conference on Machine Learning<---A Probabilistic Approach to Feature Selection - A Filter Solution
78755AC8	Communications of The ACM<---Applying ethics to information technology issues
7D06E612	Knowledge Discovery and Data Mining<---Fast mining of spatial collocations
5988D343	Communications of The ACM<---EVOLVING DATA MINING INTO SOLUTIONS FOR INSIGHTS
786F18AF	Artificial Intelligence<---Maximizing the predictive value of production rules
792661D3	Physical Review<---Information Theory and Statistical Mechanics
7F9CD2ED	IEEE Transactions on Signal Processing<---Adaptive Principal component EXtraction (APEX) and applications
127765DA	Information not present<---3D visualization of WWW semantic content for browsing and query formulation
7DA67809	Belgium-Netherlands Conference on Artificial Intelligence<---Automated Discovery of Workflow Models from Hospital Data
5F6E6038	Information not present<---Workflow Handbook 2001, Workflow Management Coalition
5D689FDB	Sigmod Record<---A consensus glossary of temporal database concepts
7D0A9E51	ACM Transactions on Information Systems<---Information extraction as a basis for high-precision text classification
7F0C37EB	International Conference on Program Comprehension<---A flexible method for segmentation in concept assignment
5BD2F011	Information not present<---Learning to Classify Text using Support Vector Machines
7AF7982F	Knowledge Based Systems<---Survey and critique of techniques for extracting rules from trained artificial neural networks
77424020	The Vldb Journal<---The TV-tree: an index structure for high-dimensional data
7E0ED20D	Computer Networks<---Focused crawling: a new approach to topic-specific Web resource discovery
7BA20045	Biological Cybernetics<---Improving the performance of the Hopfield-Tank neural network through normalization and annealing
7AD87D12	Intelligent Data Analysis<---Interactive Interpretation of Hierarchical Clustering
7BA48A03	European Journal of Operational Research<---Perspectives on operations research in data and knowledge management
80DDF677	Behavioral and Brain Sciences<---Toward a theory of human memory: Data structures and access processes
814672F8	Decision Support Systems<---Knowledge management and data mining for marketing
7B8EDF45	Fuzzy Sets and Systems<---A fuzzy representation of data for relational databases
7B3DEA08	Journal of Intelligent Information Systems<---KOSI - An Integrated System for Discovering Functional Relations from Databases
769CE26C	Sigkdd Explorations<---Web mining research: a survey
5ACE57F8	Information not present<---An extensible meta-learning approach for scalable and accurate inductive learning
5FDB189F	Machine Learning<---SPADE: an efficient algorithm for mining frequent sequences
7819347A	Knowledge Discovery and Data Mining<---Construct robust rule sets for classification
808B63BB	International Conference on Software Engineering<---Finding failures by cluster analysis of execution profiles
78364B30	Computer Networks and Isdn Systems<---Auto-FAQ: an experiment in cyberspace leveraging
60288963	Knowledge Discovery and Data Mining<---Data Mining Using Dynamically Constructed Recurrent Fuzzy Neural Networks
790D1770	Expert Systems With Applications<---Hybrid machine learning system for integrated yield management in semiconductor manufacturing
7F375606	Information & Management<---Data mining for customer service support
7FD499DB	European Conference on Principles of Data Mining and Knowledge Discovery<---Using Condensed Representations for Interactive Association Rule Mining
7935476F	Conference on Information and Knowledge Management<---Incremental and interactive sequence mining
5F568DB2	IEEE Transactions on Reliability<---Evaluation of Sampling for Data Mining of Association Rules
5B42A9B1	Information not present<---PLEASE: A prototype learning system using genetic algorithms
5BEAC71A	Information not present<---Refactoring and Aggregation
7FCE1502	Knowledge Discovery and Data Mining<---Discovering Trends in Text Databases
75A8DA9F	Knowledge Discovery and Data Mining<---Efficient closed pattern mining in the presence of tough block constraints
756276A9	Information not present<---Visualization and analysis of multi-variate data: a technique for all fields
588E44D2	International Conference on Machine Learning<---Signal detection theory: valuable tools for evaluating inductive learning
00283DB8	Information not present<---Survey on a Software Maintenance Support Environment
79B96BFA	Journal of the ACM<---Constant depth circuits, Fourier transform, and learnability
7EB502E3	International Conference on Computer Vision<---Finding faces in cluttered scenes using random labeled graph matching
7B685E64	Machine Learning<---Learning Decision Lists
8029EDD0	IEEE Transactions on Software Engineering<---Seesoft-a tool for visualizing line oriented software statistics
78008D31	IEEE Transactions on Pattern Analysis and Machine Intelligence<---Reliability and Speed of Recall in an Associative Network
5E55659A	Global Communications Conference<---An autonomous distributed expert system for switched network maintenance
7820D03E	Computer Networks and Isdn Systems<---In search of reliable usage data on the WWW
810BD2BA	International Symposium on Neural Networks<---A neural network model for bankruptcy prediction
61E5B169	International Conference on Data Mining<---Learning rules from highly unbalanced data sets
5F69CE2C	Information not present<---Mathematical methods in artificial intelligence
79702CB2	Distributed and Parallel Databases<---Parallel database systems: open problems and new issues
0526C626	Information not present<---Color Theory and Models for Computer Graphics and Visualization
7FCF477D	Knowledge Discovery and Data Mining<---Improving Scalability in a Scientific Discovery System by Exploiting Parallelism
78C2EA00	Symposium on Principles of Database Systems<---Testing complex temporal relationships involving multiple granularities and its application to data mining (extended abstract)
7BA78012	Knowledge Discovery and Data Mining<---Multi-level organization and summarization of the discovered rules
6F7ADDC5	Modeling, Analysis, and Simulation On Computer and Telecommunication Systems<---A generic framework for parallelization of network simulations
7F6D29A3	Sigmod Record<---Scalable parallel data mining for association rules
752971E0	Biometrika<---A kernel method of estimating structured nonparametric regression based on marginal integration
725A54A5	International Conference on Data Engineering<---Mining recurrent items in multimedia with progressive resolution refinement
725B1191	Hawaii International Conference on System Sciences<---Knowledge discovery: comprehensibility of the results
7F16474F	Machine Learning<---Very Simple Classification Rules Perform Well on Most Commonly Used Datasets
7E717874	Evolutionary Computation<---An overview of evolutionary algorithms in multiobjective optimization
5FFAF7F7	Clinical Orthopaedics and Related Research<---Efficient Retrieval of Similar Time Sequences Using DFT
77C11E4B	Knowledge Discovery and Data Mining<---Robust space transformations for distance-based operations
7FC0EB43	National Conference on Artificial Intelligence<---Relational learning of pattern-match rules for information extraction
5CFA5F85	The Vldb Journal<---FALCON: Feedback Adaptive Loop for Content-Based Retrieval
83180596	Sigmod Record<---Congressional samples for approximate answering of group-by queries
7F02987A	International Conference on Data Engineering<---Efficient searches for similar subsequences of different lengths in sequence databases
5CD9E52C	International Cryptology Conference<---Secret sharing homomorphisms: keeping shares of a secret secret
7D57EB09	International Conference on Management of Data<---Substructure similarity search in graph databases
0B78339A	Information not present<---Neural networks and their applications in marketing management
7A03747C	The Visual Computer<---The plane with parallel coordinates
8103F184	International Conference on Software Maintenance<---Identifying reasons for software changes using historic databases
14A74856	The Vldb Journal<---User-Adaptive Exploration of Multidimensional Data
79C6B69A	Conference on Information and Knowledge Management<---Mining confident rules without support requirement
01E7D694	Information not present<---Computational models of scientific discovery and theory formation
7E88B94C	Computer Communication Review<---End-to-end Internet packet dynamics
5CE4D82F	Information not present<---Using SQL primitives and parallel DB servers to speed up knowledge discovery in large relational databases.
798A3321	Symposium on Discrete Algorithms<---Synopsis data structures for massive data sets
7A9D441E	Conference on Information and Knowledge Management<---An object-oriented approach to multi-level association rule mining
0DFB9A4E	The Library Quarterly<---Mapping Laborline Thesaurus Terms to Library of Congress Subject Headings: Implications for Vocabulary Switching.
75F36293	ACM Transactions on Information and System Security<---Crowds: anonymity for Web transactions
7CE927A1	Management Science<---Information technology and organizational change: causal structure in theory and research
77BC0E3C	IEEE Signal Processing Magazine<---Fast detection of masses in computer-aided mammography
7E156146	Information not present<---Hierarchy of probabilistic principal component subspaces for data mining
7E3BD26A	International Conference on Data Engineering<---Object exchange across heterogeneous information sources
7766B7F3	Statistical Methods in Medical Research<---Data mining in brain imaging
80150CC4	International Journal of Data Warehousing and Mining<---Domain-Driven Data Mining: A Practical Methodology
7786ADA9	Mathematics of Computation<---Computational geometry: an introduction
5F5C34A4	Information not present<---Inductive Databases and Condensed Representations for Data Mining
5CA7BC83	Information not present<---Optimizing the Read and Write Barriers for Orthogonal Persistence
01282D94	Information not present<---Principles for Mining Summaries: Theorems and Proofs
03AB9AEB	Information not present<---Rough Patterns in Data-Rough Sets and Intrusion Detection Systems
5BFD6D16	Information & Management<---Forecasting with neural networks: An application using bankruptcy data
0BC7396B	Information not present<---Large-scale mining of usage data on web sites
77FD595B	Symposium on Principles of Database Systems<---Tracking join and self-join sizes in limited storage
7DA6A13C	IEEE Transactions on Knowledge and Data Engineering<---Mining asynchronous periodic patterns in time series data
0ACB9237	The Visual Computer<---The plane with parallel coordinates, special issue on computational geometry
7D82DB67	IEEE Transactions on Systems, Man, and Cybernetics<---Browsing in hypertext: a cognitive study
13E84FBD	Information not present<---Learning Bayesian Networks
7E3E6E2D	ACM Computing Surveys<---Machine learning in automated text categorization
7E4BA692	International Conference on Data Engineering<---Mining partially periodic event patterns with unknown periods
77814116	Computers & Operations Research<---Comparing neuro-dynamic programming algorithms for the vehicle routing problem with stochastic demands
5C683F3D	Journal of Intelligent Information Systems<---Knowledge Mining With VxInsight: Discovery ThroughInteraction
5E0D2F31	The Vldb Journal<---Predictions and Challenges for Database Systems in the Year 2000
7C7A2234	The Vldb Journal<---Understanding semantic relationships
75AE6AD7	Pattern Recognition Letters<---A new cluster validity index for the fuzzy c-mean
5D902AB2	Pacific-Asia Conference on Knowledge Discovery and Data Mining<---Mining Access Patterns Efficiently from Web Logs
5D98A9EC	National Conference on Artificial Intelligence<---The Multi-Purpose Incremental Learning System AQ15 and Its Testing Application to Three Medical Domains
02704CDB	Information not present<---WebWatcher: A Learning Apprentice for the World Wide Web
7EF3C679	Technometrics<---Density estimation for statistics and data analysis
7A4107FE	Journal of The American Society for Information Science<---A Bivariate Model to Predict Library Circulation.
0B40E7BB	National Conference on Artificial Intelligence<---Beyond Incremental Processing: Tracking Concept Drift
5F521B5F	International Conference on Machine Learning<---Learning Symbolic Rules Using Artificial Neural Networks
75EBCB47	Conference on Information and Knowledge Management<---Finding interesting rules from large sets of discovered association rules
7D5C4DD7	Data Mining and Knowledge Discovery<---Data Cube: A Relational Aggregation Operator Generalizing Group-By, Cross-Tab, and Sub-Totals
5C94673F	National Conference on Artificial Intelligence<---Information extraction from HTML: application of a general machine learning approach
7DD41713	Neural Computation<---A practical Bayesian framework for backpropagation networks
63BD41D7	Information not present<---A view of the EM algorithm that justifies incremental, sparse, and other variants
80E2B287	Machine Learning<---Learning Information Extraction Rules for Semi-Structured and Free Text
6239F69D	International Conference on Data Engineering<---Mining optimized association rules with categorical and numeric attributes
77BD177B	Knowledge Discovery and Data Mining<---Identifying non-actionable association rules
80F58E69	Future Generation Computer Systems<---A super-peer model for resource discovery services in large-scale grids
76E21B07	Communications of The ACM<---Some approaches to best-match file searching
7FC508AF	Wirtschaftsinformatik \/ Angewandte Informatik<---Infrastructural Issues for Agent-Based Distributed Learning
01AE73F2	Knowledge Discovery and Data Mining<---MineSet: An Integrated System for Data Mining
7E745D78	Information not present<---Multi-agent technology for distributed data mining and classification
5D89B663	Ai Magazine<---Machine Learning Research: Four Current Directions
80B90946	Information not present<---Visualization for the document space
75928455	Proceedings of The Royal Society of London. Series B, Biological Sciences (1934-1990)<---How Patterned Neural Connections Can Be Set Up by Self-Organization
58FBA34B	Information not present<---Softly focusing on data
5F0DC804	Information not present<---A Fast Algorithm for Robust Principal Components Based on Projection Pursuit
7D251050	International Conference on Data Engineering<---ROCK: a robust clustering algorithm for categorical attributes
807A029B	Sigplan Notices<---Bug isolation via remote program sampling
7B109F05	Computers & Operations Research<---A methodology for forecasting knowledge work projects
799A5A1E	Sigmod Record<---Association rules over interval data
7D003BCA	Knowledge Discovery and Data Mining<---On detecting differences between groups
5F15DB6F	Information not present<---Fundamentals of decision making and priority theory with the analytic hierarchy process
77EA1D22	Computer Communication Review<---A case for caching file objects inside internetworks
7205CD21	Machine Learning<---A Simple Generalisation of the Area Under the ROC Curve for Multiple Class Classification Problems
76C92EA9	Knowledge Discovery and Data Mining<---Visual classification: an interactive approach to decision tree construction
7871F90D	Pattern Recognition<---Agglomerative clustering using the concept of mutual nearest neighbourhood
783F0F1B	Nature<---Correlation of Biological Activity of Phenoxyacetic Acids with Hammett Substituent Constants and Partition Coefficients
810A7B8F	IEEE Transactions on Pattern Analysis and Machine Intelligence<---A modified version of the K-means algorithm with a distance based on cluster symmetry
58FA4BA6	National Conference on Artificial Intelligence<---CASE^ E: A Hierarchical Event Representation for the Analysis of Videos
7A4CB8BB	Foundations of Genetic Algorithms<---Genetic Algorithms for Real Parameter Optimization
7CECDF1D	IEEE Intelligent Systems & Their Applications<---Scalable feature mining for sequential data
59BE8BE2	Journal of Intelligent Information Systems<---Discovering Patterns from Large and Dynamic Sequential Data
7B89DA05	Symposium on the Theory of Computing<---Efficient noise-tolerant learning from statistical queries
7F5AE71C	IEEE Transactions on Knowledge and Data Engineering<---What makes patterns interesting in knowledge discovery systems
8082B2D2	Knowledge Discovery and Data Mining<---Linear-Time Rule Induction
8027020B	Journal of Advertising Research<---The World Wide Web As An Advertising Medium:
7B7C39F6	Machine Learning<---Using Genetic Algorithms for Concept Learning
7EE90233	Journal of Finance<---Predicting Stock Returns in an Efficient Market
58DE2C30	Extending Database Technology<---Profit Mining: From Patterns to Actions
76DCE56D	Information not present<---Petri Net Theory and the Modeling of Systems
5B4EF8B2	Discovery Science<---Discovering of Correlation from Multi-stream of Human Motion
5AEC080C	Information not present<---An Updated Bibliography of Temporal, Spatial, and Spatio-temporal Data Mining Research
084EB0FE	National Conference on Artificial Intelligence<---Decision tree pruning: biased or optimal?
5EE5605D	Information not present<---Scaling EM (Expectation Maximization) Clustering to Large Databases
7FAC2111	Parallel Problem Solving from Nature<---RPL2: A Language and Parallel Framework for Evolutionary Computing
752DC620	IEEE Intelligent Systems<---Optimized rule induction
7DE2E828	IEEE Transactions on Knowledge and Data Engineering<---Privacy-preserving distributed mining of association rules on horizontally partitioned data
7C81A84D	IEEE Transactions on Signal Processing<---Signal detection via spectral theory of large dimensional random matrices
5C6EE6A5	World Wide Web<---Multi-service search and comparison using the MetaCrawler
7E4F7012	Transactions of the American Mathematical Society<---On distributions admitting a sufficient statistic
7FF6AE7D	Information not present<---Tree-maps: a space-filling approach to the visualization of hierarchical information structures
75E6AA25	User Interface Software and Technology<---The continuous zoom: a constrained fisheye technique for viewing and navigating large information spaces
068BF9D1	Information not present<---Use of Randomization to Normalize Feature Merits
7F7AAA90	Data and Knowledge Engineering<---SEMINT: a tool for identifying attribute correspondences in heterogeneous databases using neural networks
760BBA24	Omega-international Journal of Management Science<---Comparing backpropagation with a genetic algorithm for neural network training
7E1A193D	Knowledge Discovery and Data Mining<---Mining, indexing, and querying historical spatiotemporal data
7E061168	Sigmod Record<---Object-oriented extensions in SQL3: a status report
80E2F620	IEEE Computer<---Crime data mining: a general framework and some examples
80D392C6	Machine Learning<---A Comparison of Prediction Accuracy, Complexity, and Training Time of Thirty-Three Old and New Classification Algorithms
5ADD5541	Knowledge Discovery and Data Mining<---An Efficient Algorithm for the Incremental Updation of Association Rules in Large Databases
7562025A	Knowledge Discovery and Data Mining<---Density-based indexing for approximate nearest-neighbor queries
6075C6E7	International Conference on Data Engineering<---Using type inference and induced rules to provide intensional answers
7C55ADC9	International ACM SIGIR Conference on Research and Development in Information Retrieval<---A sequential algorithm for training text classifiers
7E0A9CE0	International Conference on Data Engineering<---Maintenance of discovered association rules in large databases: an incremental updating technique
05E4A79D	Information not present<---Using structural information for managing very large software systems
7F098023	Neural Networks<---Optimal unsupervised learning in a single-layer linear feedforward neural network
0067E5AB	European Conference on Artificial Intelligence<---Dynamic User Modeling in a Web Store Shell
7512BDAD	Financial Analysts Journal<---Applying Artificial Neural Networks to Investment Analysis
798DBCB4	Biometrika<---On blocking rules for the bootstrap with dependent data
5DB34068	The Vldb Journal<---The Design and Implementation of a Sequence Database System
