7C33E8A4	Field observations for estimating the local avalanche danger in the Columbia Mountains of Canada
76AACD43	A strategy for evolution of alhorithms to increase the computational effectiveness of NP-hard scheduling problems
7FCD017D	Transmission classification model to determine place and time of infection of tuberculosis cases in an urban area.
77FEF10A	The SPHINX-II Speech Recognition System: An Overview
7ED6EBF3	Binary coding, mRNA information and protein structure
7D6878BF	Generating Adaptation Policies for Multi-tier Applications in Consolidated Server Environments
7EBCF239	User Modeling in Spoken Dialogue Systems for Flexible Guidance Generation
7B6B0FBB	Boosting with feature selection technique for screening and predicting adolescents depression
77AA4145	Application of a stochastic model to estimate children’s short-term residential exposure to lead
7E241F24	Experiments in the piece-wise linear approximation of ultrasonic echoes for object recognition in manipulation tasks
58E5D60B	Region Based -Semantics Graph Driven Image Retrieval
7BD07FF8	Active learning for vision-based robot grasping
7CC21041	Using B -splines for growth curve classification: applications to selection of eucalypt clones
7EEF73DE	Spatial Data Mining for Retail Sales Forecasting
7ED10877	A tiered-color illumination approach for machine inspection of solder joints
78A4F391	Arabic font recognition using decision trees built from common words
79AB4770	A study of MODIS and AWiFS multisensor fusion for crop classification enhancement
7ECC30C8	Consolidated tree classifier learning in a car insurance fraud detection domain with class imbalance
7EFC7595	The use of data‐mining to identify indicators of health‐related quality of life in patients with irritable bowel syndrome
78993EE9	A practical two-stage online voltage stability margin estimation method for utility-scale systems
7CD3B63A	One project, four schema languages: medley or melee?
79C1A173	Bioinformatic analyses of mammalian 5'-UTR sequence properties of mRNAs predicts alternative translation initiation sites
7BF5691F	Recognition using Rapid Classification Tree
7D2919F8	Detecting Prostatic Adenocarcinoma From Digitized Histology Using a Multi-Scale Hierarchical Classification Approach
5D1CE5C8	Optimizing a Neural Tree Using Subtree Retraining
783398C7	Effective Value of Decision Tree with KDD 99 Intrusion Detection Datasets for Intrusion Detection System
04F41D5F	Remote sensing of threshold conditions in an arid ecosystem
7C2BF4EE	Predicting genetic interactions with random walks on biological networks
5F593656	Computer Aided Diagnosis of Alzheimer Disease Using Support Vector Machines and Classification Trees
7C25EE48	Critical Study of Supervised Learning Techniques in Predicting Attacks
0B25532C	Assessing classification uncertainty of multi-temporal SAR imagery through Random Forests
75F56F99	Eureka !: an interactive and visual knowledge discovery tool
7A28EDA8	An automated method for understanding road traffic signs in a video scene captured by a mobile camera
7E690A27	PULSE CYCLOPHOSPHAMIDE IN OCULAR MANIFESTATIONS OF BEHCET’S DISEASE: A DOUBLE BLIND CONTROLLED CROSSOVER STUDY
596D499F	Moosmonitoring als Spiegel der Landnutzung?
812B75EB	EEG-based Discrimination of Elbow/Shoulder Torques using Brain Computer Interface Algorithms: Implications for Rehabilitation
367DB19C	Podział zasobu nieruchomości wspólnot mieszkaniowych z wykorzystaniem drzewa klasyfikacyjnego
7814FD68	Some modifications of the classification tree construction algorithm
79FE6CCA	Classification of natural areas in northern Finland using remote sensing images and ancillary data
7812C510	Detecting image purpose in World Wide Web documents
004E46C5	Linguistic factors affecting timing in Korean with application to speech synthesis
777A3003	On video-based human action classification by SVM decision tree
848781BB	Numerical Reasoning in Judgments and Decision Making about Health: Measuring numeracy
5B42E1E6	ADDICT: a prototype system for AutomateD test Data generation using the Integrated Classification-Tr
7FD9D1C7	Classification of protein crystallization imagery
76F009F6	An efficient computational intelligence technique for classification of protein sequences
7DB9C6A1	Assessing naïve Bayes as a method for screening credit applicants
65E6396A	Empirical Comparison of Approaches to Forming Strata
7DC3F10A	Extending the learnability of decision trees
59B30671	A computational framework for real-time detection and recognition of large number of classes
5E5D9857	Pattern Recognition Approaches to Solving Combinatorial Problems in Free Groups
019593A7	Which Length for a Multi-Level View of Context for Word Sense Disambiguation?
75EBF613	Image representation and image similarity computation for images with multiple and partially occluded objects
7BFF2C0C	Fourier transformation of waveform Lidar for species recognition
80E53970	3D Tomographic and Differential Tomographic Response to Partially Coherent Scenes
5E1D1CA6	Neyman-Pearson and Minimax cost complexity pruning of classification trees
7AE265D3	Soil Thresholds for Classification of Vegetation Types in Abandoned Cropland on the Loess Plateau, China
7B696F1B	A Classification Tree for Predicting Consumer Preferences for Risk Reduction
759830A7	Inferring compositional style in the neo-plastic paintings of Piet Mondrian by machine learning
78FE870F	Urban-trees extraction from Quickbird imagery using multiscale spectex -filtering and non-parametric classification
5C250F25	Modelling spatial patterns of erosion in the West Usambara Mountains of Tanzania
7610A4BD	Using economic and financial information for stock selection
5F14C409	A model-based approach to visualizing classification decisions for patient diagnosis
75FDBF01	Classification of power-quality disturbances in noisy conditions
795D0234	Detection and Identification of NAP-2 as a Biomarker in Hepatitis B-Related Hepatocellular Carcinoma by Proteomic Approach
0DC22B82	Comparisons of conventional techniques and neural networks in power system load forecasting and stability
7AB2448E	A pornographic image filtering model based on erotic part
78F26E37	A Classification Tree Model for Decision-Making in Clinical Practice: An Application Based on the Data of the German Multicenter Study on Eating Disorders, Project TR-EAT
8103D3DA	A Classifier-based approach to identify genetic similarities between diseases
76FC8C65	Segmentation of Indian shoppers based on store attributes
7E38AA66	Facial Complex Expression Recognition Based on Fuzzy Kernel Clustering and Support Vector Machines
802D718C	Predicting invasiveness of species in trade: climate match, trophic guild and fecundity influence establishment and impact of non‐native freshwater fishes
5BBE5926	Bagged Voting Ensembles
78C1CCBF	Optimal decision rules for distributed binary decision tree classifiers
5E030D7D	Robust speech activity detection in interactive smart-room environments
791623FD	Very Fast Decision Rules for multi-class problems
7545AE73	Evaluation of classifiers for polarimetric SAR classification
026768A2	Classification of Bent-Double Galaxies: Experiences with Ensembles of Decision Trees
6B214F21	Learning the past tense of English verbs: the symbolic pattern associator vs. connectionist models
780D17A1	Performance Metric Selection for Autonomic Anomaly Detection on Cloud Computing Systems
3DCF2CF2	平行式關鍵屬性區別決策樹演算法; Parallel Decision Tree Construction Using Attribute-Key Classification
7D78B27A	Performance Evaluation of Decision Tree Classifiers on Medical Datasets
7F7267EF	SYSTEMS FOR ROBUST SPEECH ACTIVITY DETECTION AND THEIR RESULTS WITH THE RT05 AND RT06 EVALUATION TESTS
7F76E52B	On combining principal components with Fisher's linear discriminants for supervised learning
7B2F2A56	Review: Usage of class dependency based feature selection and fuzzy weighted pre-processing methods on classification of macular disease
776D13DF	The Accuracy of Outcome Prediction Models for Childhood‐onset Epilepsy
791907C3	Landuse information extraction in Qingdao based on decision tree classification
780975CF	New variants of pairwise classification
55300542	Estimating the susceptibility to Phytophthora alni globally using both statistical analyses and expert knowledge
7DDE939B	Multi-resolution classification trees in OCR design
783C3467	Using the Optimal Robust Receiver Operating Characteristic (ROC) Curve for Predictive Genetic Tests
7C65F57D	A novel hybrid-network intrusion detection system (H-NIDS) in cloud computing
79D146F4	Multitemporal spectral mixture analysis for Amazonian land-cover change detection
5CAFBCEE	Advanced Fuzzy Clustering and Decision Tree Plug-Ins for DataEngine tm
7E749E9A	Evaluating the effect of rough set feature selection on the performance of decision trees
79C28FD9	A phonetic similarity based noisy channel approach to ASR hypothesis re-ranking and error detection
80CCC34F	Rule extraction from artificial neural network with optimized activation functions
71E7228B	Determining Factors that Affect Satisfaction of Students in Undergraduate Tourism Education
61067822	International Fairs in the Modern Food Systems
7941C4B3	Classification of Knowledge Discovery Methods
789DCF06	Prediction of survival probabilities with Bayesian Decision Trees
6CFAC93F	Applying CHAID to Identify the Accounting-Financial Characteristics of the Most Profitable Real Estate Companies in Spain
7DB1B09F	Machine learning for software engineering: case studies in software reuse
7F270552	Integration of neural networks and decision tree classifiers for automated cytology screening
7AFF5A99	Do groups of women aged 50 to 75 match the national average mammography rate?
72744EAF	Notice of Retraction A sub-health risk appraisal model based on decision tree and rough sets
7FBB989E	A Classification Tree for Predicting Recurrent Falling in Community‐Dwelling Older Persons
7D792B95	Comparison of Land Cover Characterization Using EOS MISR and MODIS Data and a Decision Tree Classifier
7B99FEF7	Revisiting Creativity Research: An Investigation of Contemporary Approaches
7F827D16	An edit script for taxonomic classifications
79F6990A	Classification of sporadic Creutzfeldt-Jakob disease based on clinical and neuropathological characteristics
81108379	Interacting factors that predict success and failure in a CS1 course
5EE392D2	A hybrid classification tree for products of complicated machines in flexible manufacturing systems
7F48A39E	Identifying serological biomarkers of hepatocellular carcinoma using surface-enhanced laser desorption/ionization-time-of-flight mass spectroscopy
5DB38A7F	Does Size Really Matter—Using a Decision Tree Approach for Comparison of Three Different Databases from the Medical Field of Acute Appendicitis
769956DC	AN EMPIRICAL COMPARISON OF EXPERT‐DERIVED AND DATA‐DERIVED CLASSIFICATION TREES
5FE9C8DA	Functional trees for classification
7623A00A	A novel intelligent classifier/recognizer employing vector quantization coding of nonorthogonal signal and preprocessed signal representations
8160B98E	A system for the off-line recognition of handwritten text
746FD54F	Characterization of ultrasonic images of the placenta based on textural features
6E8E50E9	Decision Tree Classifier for Classification of Plant and Animal Micro RNA’s
7C159124	Machine learning approach for brain tumor detection
7FB7A2BA	A self-learning algorithm for decision tree pre-pruning
7E56F341	Cluster head selection using decision trees for Wireless Sensor Networks
7746790B	Intrusion Detection System using decision tree algorithm
598D651B	Conditional Classification Trees Using Instrumental Variables
2E2C48F7	SMILES v.2.3 -- A Multi-purpose Learning System
7562FA36	Data mining techniques to improve forecast accuracy in airline business
761CD364	Classification tree methods for development of decision rules for botulism and cyanide poisoning
64F8DD2A	A Study on the Application of the Decision Tree Algorithm in Psychological Information of Vocational College Students
7DB0CEAF	Automatic identification of pronominal Anaphora in Turkish texts
5EB1A24C	Classification trees prove useful in nondestructive testing of spot weld quality
7DE39AEE	Experiments in the automated detection of multiple sclerosis brain lesions in magnetic resonance images
6315FDA4	Scaling Up Inductive Logic Programming by Learning from Interpretations
7EE40442	Classification of Vegetable Oils Based on Graphical Presentation and Bivariate Discriminant Node Model
811141C0	Fast convert OR-decision table to decision tree
7B4E2DC5	Uncertain decision tree inductive inference
5939E5D3	Motion control for humanoid robots based on the motion phase decision tree learning
77A11E01	Serum Proteomic Patterns as a Predictor of Severity in Acute Pancreatitis
5B284EC6	Shot classification and scene segmentation based on MPEG compressed movie analysis
80205E51	Risk factor analysis and spatiotemporal CART model of cryptosporidiosis in Queensland, Australia
7FAAD7D6	The process and utility of classification and regression tree methodology in nursing research
7DA0A6B2	Probabilistic relational indexing
7DF8ED17	Automatically Organize Web Text Resources with Frequent Term Tree
7DF72868	Development of a Vital Sign Data Mining System for Chronic Patient Monitoring
78F13B16	Texture based image recognition in microscopy images of diffuse gliomas with multi-class gentle boosting mechanism
7C4CE3FD	Classification of document page images based on visual similarity of layout structures
7F0C5F65	Lung nodules detection by ensemble classification
014A1E3C	Modeling selected indicators of the financial situation of households in the Czech Republic
7C8F431A	Manipulation of Training Sets for Improving Data Mining Coverage-Driven Verification
6FA46755	Network Protocol Verification by a Classifier Selection Ensemble
7D5CFFD8	Receiver operating characteristic (ROC) and other curves measuring discriminability of classifiers' ensemble for asthma diagnosis
146E71B5	Analysis of simple sequence repeats (SSRs) in wild barley from the Fertile Crescent: associations with ecology, geography and flowering time
7D094855	Cost Estimation of Machined Parts within an Aerospace Supply Chain
7969149D	Multi-class Enhanced Image Mining of Heterogeneous Textual Images Using Multiple Image Features
76B289EA	Comparison of some chemometric tools for metabonomics biomarker identification
7E5F5FA7	A three-group discrimination using new linear programming model
7D7D4F5B	A Decision Tree Algorithm Based on Coordination Degree and Gini-Coefficient
7A9FB041	Low-cost radar-based target identification prototype using an expert system
02F9259C	Behavioural Cloning and Robot Control
5C91CFBA	SMILES: A Multi-purpose Learning System
5B381F37	Rough Set Based Splitting Criterion for Binary Decision Tree Classifiers
7B70FD2A	Selected issues in architecture of software intensive products
7E3E4391	Fast Committee Machines for Regression and Classification
76AAF26A	Hybrid data mining-regression for infrastructure risk assessment based on zero-inflated data
766D7E41	Nowcasting visibility during wintertime fog over the airport of a metropolis of India: decision tree algorithm and artificial neural network approach
7AD5F781	An analysis of two probabilistic model induction techniques
803F3531	Neural Network based Sensor for Classification of Material Type and its Surface Properties
7A3A951A	Reply: Fatty acid signatures and classification trees: new tools for investigating the foraging ecology of seals
5A35B243	Machine learning for collocation identification
3867E375	Development of a crash risk probability model and its application to mitigate hazardous conditions on freeways
7B3FF10E	Classification and concentration estimation of explosive precursors using nanowires sensor array and decision tree learning
7C9AAA76	Feature Extraction from Discrete Attributes
7EFA7F60	Interactions Between Factors Related to the Decision of Sex Offenders to Confess During Police Interrogation: A Classification-Tree Approach
58A8D3C7	Tutorial: Evaluating Softiare Technology
7A46B8F1	Decision Tree Classifier for Human Protein Function Prediction
78B46D54	Growing a tree classifier with imprecise data
797C097C	Genetic programming system for building block analysis to enhance data analysis and data mining techniques
77CACE23	Relationships between agro-ecological factors and population densities of Meloidogyne exigua and Pratylenchus coffeae sensu lato in coffee roots, in Costa Rica
78B2FA72	Using Machine Learning, Neural Networks, and Statistics to Predict Corporate Bankruptcy
7FBD016D	Operon Prediction by Decision Tree Classifier Based on VPRSM
7E8BBF67	The analysis of human judgment accuracy using decision tree models
7204EEAD	The Statistical Analysis of Judicial Decisions and Legal Rules with Classification Trees
7B2BABC5	Reliable Automation of Bat Call Identification for Eastern New South Wales, Australia, Using Classification Trees and AnaScheme Software
5CE5A07F	Efficient learning of optimal linear representations for object classification
7903377D	The spectrum of vasculitis in children
5B22506B	Adding Intelligent Help to Mixed Initiative Spoken Dialogue Systems
7C962313	Identification of coastal wetland using rule inferring
6C2B5EFD	A STUDY OF CONSTRUCTION OF THE TRAFFIC ACCIDENT AUTHENTICATION MODELS FOR TWO-VEHICLE COLLISION
6203C5C2	Estimation of aboveground biomass in forests using multi-sensor (LIDAR, IFSAR, ETM+) fusion
5E510C71	Predicting State Failure: Different Paths into the Abyss
6CD03DE4	Progressive Boosting for Classifier Committee Learning
767F9158	X-Ray method of detection of neoplasmic changes
7A7D32BB	Combining clustering and a decision tree classifier in a forecasting task
797FB1BE	Applying machine learning to automated information graphics generation
848A1D49	APPLICATION OF DIFFERENT METHODS OF DECISION TREE ALGORITHM FOR MAPPING RANGELAND USING SATELLITE IMAGERY (CASE STUDY: DOVIRAJ CATCHMENT IN ILAM PROVINCE)
7CD42F77	Research on attribute interval optimization method for segmentation based SVM and the Decision Tree Learning
77F2F36B	A novel approach: CART algorithm for vertically partitioned database in multi-party environment
799131E1	Concept formation in numeric domains
7B028E98	CHAID Models on boundary conditions of metal accumulation in mosses collected in Germany in 1990, 1995 and 2000
7F3E04FE	Dynamic inference of likely data preconditions over predicates by tree learning
589D6941	Target Identification from High Resolution Remote Sensing Image by Combining Multiple Classifiers
10319CA3	Extração de Regras de Redes Neurais por meio do Algoritmo RX Modificado: Um Exemplo de Aplicação em Modelagem de Dados Meteorológicos.
79615056	QSAR Modeling of Nucleosides Against Amastigotes of Leishmania donovani Using Logistic Regression and Classification Tree
8108B77C	Spatial Modeling and Classification of Corneal Shape
0269592A	Acquisition sur corpus non sp�cialis�s de classes s�mantiques th�matis�es
0D3066D2	A Study on the Bias Reduction in Split Variable Selection in CART
0369F0FA	Distance-based versus Tree-based Key Recognition in Musical Audio
7BE4F76B	A disaster-severity assessment DSS comparative analysis
715F1133	Analysis of time series of graphs: prediction of node presence by means of decision tree learning
63B02B50	A hybrid machine learning system and its application to insurance underwriting
5C9616D4	A Longitudinal Comparison of Supervised and Unsupervised Learning Approaches to Iso-Resource Grouping for Acute Healthcare in Australia
7F67899A	Predictable packet filtering based on decision tree classifiers
7717B5B1	Design and experimental evaluation of context-aware link-level adaptation
7F2CCE9D	Land use and land cover change in the Greater Yellowstone Ecosystem: 1975-1995
8102D0A9	Differentiation of dogs with regenerative and non-regenerative anaemia on the basis of their red cell distribution width and mean corpuscular volume
78B9834D	Method for breast cancer classification based solely on morphological descriptors
59906B4F	News reflects views: An analysis of media and the perpetuation of the invisibility of black women as victims of homicide in three major city newspapers
7955FBA1	An intelligent condition‐based maintenance scheduling model
77523A3E	Predicting chemically induced duodenal ulcer and adrenal necrosis with classification trees
6187BF3A	Automated Classification of X-Ray Sources
7EF380C5	Forecasting daily high ozone concentrations by classification trees
77FB0264	Isolating Failure-Inducing Combinations in Combinatorial Testing Using Test Augmentation and Classification
7CEF987E	BioSPRINT: classification of intron and exon sequences using the SPRINT algorithm
75F3055C	Multiclass unbalanced protein data classification using sequence features
7659055F	Knowledge-based global optimization of cold-formed steel columns
807E8FF8	The relationship between tree growth patterns and likelihood of mortality: A study of two tree species in the Sierra Nevada
5BC86A5D	Learning Rules for Large Vocabulary Word Sense Disambiguation
77190DA6	Stroke Damage Detection Using Classification Trees on Electrical Bioimpedance Cerebral Spectroscopy Measurements
80E1CC17	Vegetation mapping using multi-temporal ETM+ data and a decision tree classifier
7FFD4B12	Agnostically learning decision trees
77FC1F43	Analysis on urban expansion and its driving forces of Tai'an from 1979 to 2005 based on RS and GIS techniques
80E66273	Improving Readability of Dyslexic Learners through Document Summarization
08B712EF	Automatic Semantic Parsing of CT Scans via Multiple Randomized Decision Trees
815E5190	Preventing Unwanted Social Inferences with Classification Tree Analysis
79DCC680	Positive impact of regulated deficit irrigation on yield and fruit quality in a commercial citrus orchard [ Citrus sinensis (L.) Osbeck, cv. salustiano]
5F136E2A	Fusion of visual and acoustic signals for command-word recognition
58DF8161	Landscape patterns as habitat predictors: building and testing models for cavity-nesting birds in the Uinta Mountains of Utah, USA
7FFA12BD	A comparison of low flow regionalisation methods—catchment grouping
7C68B4A0	A general method for tree-comparison based on subtree similarity and its use in a taxonomic database
149C102F	Detecting Prostatic Adenocarcinoma From Digitized Histology Using a Multi-Scale Hierarchical Classification Approach
79132AF7	The Academic Journal Ranking Problem: A Fuzzy-Clustering Approach
7CB55676	ACN: An associative classifier with negative rules
5AA9913C	A Unifeid Bias-Variance Decomposition and its Applications
7E97932D	A Knowledge-Acquisition Strategy Based on Genetic Programming
799F6274	Validation study of nonsurgical diagnosis of endometriosis
7C2AF778	A clinical outcome evaluation model with local sample selection: A study on efficacy of acupuncture for cervical spondylosis
7DBDFD7F	Classification trees for problems with monotonicity constraints
808350C7	An approach to classification of airborne laser scanning point cloud data in an urban environment
5E090EBC	Asymmetric Triangular Fuzzy Sets for Classification Models
7AA44ACC	Classification of digitally modulated signals in presence of non-Gaussian HF noise
7EE50171	Identification of Damaging Activities for Perimeter Security
811E3D6C	Multi-decision-tree classifier in Master Data Management System
0A4DD31C	Derivation of dominant runoff processes in an alpine catchment using vegetation and relief data
7F216100	Vowel recognition from articulatory position time-series data
7E395C08	Linguistic analysis of the nucleoprotein gene of influenza A virus
0220D89F	Modelling the Factors Driving the Quality of Meetings in the Software Development Process
748C64D0	Recognition of pathological beats in ECG signals based on Singular Value Decomposition of wavelet coefficients and support vector machine
798B456E	Clustering‐based decision tree classifier construction
02614571	Decision Tree for Signature Recognition and State Classification
7CDE1BA1	Screening of compound feeds using NIR hyperspectral data
7A33A2EB	Improved Classification Algorithm by Minsup and Minconf Based on ID3
7CFBD456	Quantifying intra-urban morphology of the Greater Dublin area with spatial metrics derived from medium resolution remote sensing data
764B4321	Automated recognition of patterns characteristic of subcellular structures in fluorescence microscopy images
7E9E93E8	"BOF" trees diagram as a visual way to improve interpretability of tree ensembles
7588ABD2	A new expert system module for building detection in urban areas using spectral information and LIDAR data
7D60E82D	Semantic repository modeling in image database
599FC720	Maximum of Entropy in Credal Classification
794765B1	Macrohabitat models of occurrence for the threatened Cheat Mountain salamander, Plethodon nettingi
78C9B0B1	Yield estimation and sowing date optimization based on seasonal climate information in the three CLARIS sites
7D045942	Application of Discriminant, Classification Tree and Neural Network Analysis to Differentiate between Potential Glaucoma Suspects With and Without Visual Field Defects
7985C42A	Algorithms for subsetting attribute values with Relief
7770198B	Detection of Markers of Cardiovascular and Renal Risk in Cuba: Isle of Youth Study (ISYS)
6986BC9C	Optimization methods of GIDS packet classification using dynamic traffic characteristic
084F3244	Some observations on automatic text summarization based on decision tree learning
31AFBA98	Zastosowanie metod eksploracji danych do segmentacji rynków
5F4E169B	Research on mapping mechanism of learning expression
834C3A30	Hip fracture prediction from a new classification algorithm based on recursive partitioning methods
7E1AEA3E	IDD: A Supervised Interval Distance-Based Method for Discretization
099F8D43	Decision tree learning from distributed data
775E514C	Monitoring for idiopathic scoliosis curve progression using surface topography asymmetry analysis of the torso in adolescents
77B555E1	Statistical learning with imbalanced training set in a machine vision application: improve the false alarm rate and sensitivity simultaneously
5AC4C5C1	ポスター講演 音声超解像のためのHaar-Waveletを用いた劣化音素分類の検討 (応用音響)
761DA09B	Investigation of automatic analog modulation classification algorithms
7EF28F67	Identifying the best attributes for Decision Tree Learning Algorithms, inspired by DNA concepts, in computer science
7526AFFE	The relation of student behavior, peer status, race, and gender to decisions about school discipline using CHAID decision trees and regression modeling.
800DB1ED	SVM classification tree algorithm with application to face membership authentication
5C740040	Chapter 15 Adequate Prior Sampling is Everything: Lessons from the Ord River Basin, Australia
770F089E	Description of the person-environment interaction: methodological issues and empirical results of an Italian large-scale disability assessment study using an ICF-based protocol
75BBA0E5	B2B relationship marketing analytical support with GBC modeling
7FA2833B	Random Forest classification of multisource remote sensing and geographic data
809F938E	A Study on the Relationships of Classifier Performance Metrics
7D467567	An Immunological Density-Preserving Approach to the Synthesis of RBF Neural Networks for classification
76494CD5	Feature Reduction for Improved Recognition of Subcellular Location Patterns in Fluorescence Microscope Images
80ED3EDD	Induction of compact decision trees for personalized recommendation
7CFA78FF	Analysis and Predictions on Students' Behavior Using Decision Trees in Weka Environment
7A213C4E	Neural network system for 3-D object recognition and pose estimation from a single arbitrary 2-D view
77AB4CA6	Avalanche activity in an extreme maritime climate : The application of classification trees for forecasting
7CEBCB3A	Two‐sample Comparison Based on Prediction Error, with Applications to Candidate Gene Association Studies
7E24C578	Learning and using taxonomies for fast visual categorization
10DEA69D	Use of the classification tree modeling to investigate the influence of crops on N2O and CH4 emissions released from the agricultural sector
02A81395	Generation of Fuzzy Rules from Decision Trees
6C46242F	Cross-Cloud Plots: Scalable Tools for Spatial and Multidimensional Data Mining
7F16B034	Constructing Decision Tree by Integrating Multiple Information Metrics
792426CD	Application of Classifiers for On-line Monitoring of Transformer Winding Axial Displacement by Electromagnetic Non-destructive Testing
8072AA56	A binary classification and online vision
763845C2	Optimizing twins decision tree classification, using genetic algorithms
7CF2A083	Learning non-overlapping rules A method based on Functional Dependency Network and MDL Genetic Programming
6D295160	Exploring models and formalizing knowledge to identify potential customers
5EA451BA	Comparison of four expert elicitation methods : For Bayesian logistic regression and classification trees
76FA763D	Applying a data mining method for intrusion detection
80284243	Classification tree criteria of pulmonary hypertension in mixed connective tissue disease
23E97C93	Veri madenciliği algoritmalarını kullanarak öğrenci verilerinden birliktelik kurallarının çıkarılması
7FE9DD0A	Knowledge maintenance on data streams with concept drifting
77DF6B2E	A new approach of Boosting using decision tree classifier for classifying noisy data
7CCB3BCA	Integrating structural and functional imaging for computer assisted detection of prostate cancer on multi-protocol in vivo 3 Tesla MRI
7C9A7D82	The Bayesian Additive Classification Tree applied to credit risk modelling
618FE281	An automated algorithm for the detection of atrial fibrillation in the presence of paced rhythms
0396B341	Surface roughness classification using polarimetric radar data and ensemble learning techniques
7C61DD40	Risk factors analysis of drug resistance in pulmonary tuberculosis patients with relapse in northern Thailand
7BB0305A	Frequency table computation on dataflow architecture
583BA68C	Mining Staff Assignment Rules from Event-Based Data
057CDA28	The use of MODIS reflectance anisotropy to recover land surface properties
78B47AB2	Computer-aided diagnosis of Alzheimer's disease using support vector machines and classification trees.
7CB98DDA	Igneous zircon: trace element composition as an indicator of source rock type
6DE5D09C	Decision Forests with Oblique Decision Trees
0472316E	Attribute-Value and Relational Learning: A Statistical Viewpoint
75B0C59C	Using Expression Profiles of Caenorhabditis elegans Neurons To Identify Genes That Mediate Synaptic Connectivity
59C987F3	Multivariate classification trees based on minimum features discrete support vector machines
11064B09	Ecohydrological Conditions Associated With The Distribution And Phenology Of The Pima Pineapple Cactus
7901E782	An Efficient Decision Tree Construction for Large Datasets
6AB69AC0	Compliance with the Hyperlipidaemia Consensus: Clinicians versus the Computer
7A5B3789	A rapid computational filter for predicting the rate of human renal clearance
5E58F51B	VPRS based decision tree classifier
769711E5	Prediction of hospital mortality by classification trees and smoothing splines in patients with haematological malignancies admitted to the ICU
0476CC8F	Classification Trees for Document Routing: A Report on the TREC Experiment
64B87DFC	rpartOrdinal: An R Package for Deriving a Classification Tree for Predicting an Ordinal Response
7945D9B3	Appliance classification using energy disaggregation in smart homes
7B00C426	Combining model-based and combinatorial testing for effective test case generation
39F07161	Exploring the Effects of C-Reactive Protein (CRP) and Interleukin-1 .BETA. Single Nucleotide Polymorphisms on CRP Concentration in Patients With Established Coronary Artery Disease A Classification Tree Approach:A Classification Tree Approach
6040D80C	Multitask Learning: A Knowledge-Based Source of Inductive Bias
5EF68BC7	Implication Strength of Classification Rules
7AA90F67	A Flow Redirection Decision Mechanism using Data Mining on NEMO Environments
701B440A	Patrones de morosidad para un producto crediticiousando la técnica de árbol de clasificación CART
71EBA996	Measuring Compounds in Exhaled Air to Detect Alzheimer's Disease and Parkinson’s Disease
794961F8	PIT telemetry as a method to study the habitat requirements of fish populations: application to native and stocked trout movements
7DB29B25	Beta-2 adrenergic receptor gene polymorphisms Gln27Glu, Arg16Gly in patients with heart failure
7ACA7FB3	Product structuring in a small manufacturing enterprise
